truth,dirty
13827384,13827390
13827420,13827428
13827456,13827455
13827492,13827499
13827528,13827531
13827564,13827571
13827600,13827607
13827636,13827637
13827672,13827675
13827708,13827715
13827744,13827744
13827780,13827780
13827816,13827819
13827852,13827848
13827888,13827891
13827924,13827923
13827960,13827958
13827996,13827998
13828032,13828030
13828068,13828060
13828104,13828102
13828140,13828137
13828176,13828180
13828212,13828222
13828248,13828254
13828284,13828285
13828320,13828318
13828356,13828350
13828392,13828397
13828428,13828428
13828464,13828466
13828500,13828499
13828536,13828527
13828572,13828572
13828608,13828610
13828644,13828651
13828680,13828686
13828716,13828718
13828752,13828754
13828788,13828794
13828824,13828824
13828860,13828854
13828896,13828899
13828932,13828942
13828968,13828966
13829004,13828996
13829040,13829042
13829076,13829079
13829112,13829109
13829148,13829154
13829184,13829192
13829220,13829220
13829256,13829269
13829292,13829300
13829328,13829328
13829364,13829366
13829400,13829404
13829436,13829436
13829472,13829470
13829508,13829506
13829544,13829553
13829580,13829580
13829616,13829622
13829652,13829655
13829688,13829704
13829724,13829728
13829760,13829762
13834440,13834437
13834476,13834477
13834512,13834523
13834548,13834548
13834584,13834582
13834620,13834627
13834656,13834656
13834692,13834690
13834728,13834727
13834764,13834766
13834800,13834802
13834836,13834840
13834872,13834867
13834908,13834907
13834944,13834940
13834980,13834984
13835016,13835013
13835052,13835054
13835088,13835094
13835124,13835127
13835160,13835159
13835196,13835201
13835232,13835240
13835268,13835271
13835304,13835305
13835340,13835347
13835376,13835376
13835412,13835411
13835448,13835452
13835484,13835477
13835520,13835518
13835556,13835567
13835592,13835597
13835628,13835633
13835664,13835661
13835700,13835697
13835736,13835741
13835772,13835772
13835808,13835813
13835844,13835853
13835880,13835888
13835916,13835928
13835952,13835951
13835988,13836001
13836024,13836021
13836060,13836063
13836096,13836097
13836132,13836136
13836168,13836171
13836204,13836203
13836240,13836248
13836276,13836280
13836312,13836320
13836348,13836357
13836384,13836395
13836420,13836416
13836456,13836457
13836492,13836494
13836528,13836528
13836564,13836566
13836600,13836607
13836636,13836633
13836672,13836674
13836708,13836702
13836744,13836751
13836780,13836778
13836816,13836827
13836852,13836853
13836888,13836895
13836924,13836926
13836960,13836963
13836996,13837003
13837032,13837032
13837068,13837070
13837104,13837104
13837140,13837141
13837176,13837171
13837212,13837212
13837248,13837244
13837284,13837281
13837320,13837323
13837356,13837351
13837392,13837394
13837428,13837429
13837464,13837463
13837500,13837501
13837536,13837539
13837572,13837579
13837608,13837613
13837644,13837647
13837680,13837677
13837716,13837715
13837752,13837759
13837788,13837782
13837824,13837824
13837860,13837870
13837896,13837895
13837932,13837939
13837968,13837970
13838004,13838002
13838040,13838032
13838076,13838074
13838112,13838108
13838148,13838150
13838184,13838186
13838220,13838220
13838256,13838254
13838292,13838296
13838328,13838328
13838364,13838370
13838400,13838405
13838436,13838436
13838472,13838481
13838508,13838508
13838544,13838545
13838580,13838582
13838616,13838615
13838652,13838657
13838688,13838692
13838724,13838722
13838760,13838773
13838796,13838801
13838832,13838838
13838868,13838863
13838904,13838903
13838940,13838939
13838976,13838976
13839012,13839020
13839048,13839058
13839084,13839079
13839120,13839120
13839156,13839160
13839192,13839192
13839228,13839231
13839264,13839267
13839300,13839311
13839336,13839340
13839372,13839375
13839408,13839415
13839444,13839444
13839480,13839477
13839516,13839514
13839552,13839551
13839588,13839581
13839624,13839634
13839660,13839663
13839696,13839695
13839732,13839730
13839768,13839775
13839804,13839803
13839840,13839847
13839876,13839881
13839912,13839916
13839948,13839954
13839984,13839982
13840020,13840019
13840056,13840055
13840092,13840094
13840128,13840136
13840164,13840169
13840200,13840204
13840236,13840233
13840272,13840281
13840308,13840312
13840344,13840346
13840380,13840384
13840416,13840415
13840452,13840452
13840488,13840489
13840524,13840529
13840560,13840551
13840596,13840600
13840632,13840632
13840668,13840671
13840704,13840700
13840740,13840742
13840776,13840771
13846356,13846363
13846392,13846396
13846428,13846431
13846464,13846467
13846500,13846505
13846536,13846534
13846572,13846573
13846608,13846611
13846644,13846645
13850532,13850538
13850568,13850575
13850604,13850607
13850640,13850635
13850676,13850681
13850712,13850706
13850748,13850751
13850784,13850781
13850820,13850820
13850856,13850863
13850892,13850893
13850928,13850940
13850964,13850962
13851000,13850998
13851036,13851036
13851072,13851075
13851108,13851111
13851144,13851151
13851180,13851175
13851216,13851214
13851252,13851249
13851288,13851296
13851324,13851325
13851360,13851360
13851396,13851399
13851432,13851424
13851468,13851469
13851504,13851512
13851540,13851543
13851576,13851574
13851612,13851613
13851648,13851657
13851684,13851684
13851720,13851731
13851756,13851756
13851792,13851792
13851828,13851831
13851864,13851869
13851900,13851899
13851936,13851935
13851972,13851972
13858776,13858780
13858812,13858813
13858848,13858851
13858884,13858884
13858920,13858919
13858956,13858956
13858992,13858991
13859028,13859024
13859064,13859068
13859100,13859103
13859136,13859134
13859172,13859168
13859208,13859210
13859244,13859245
13859280,13859282
13859316,13859324
13859352,13859354
13859388,13859388
13859424,13859420
13859460,13859473
13859496,13859493
13859532,13859545
13859568,13859579
13859604,13859603
13859640,13859644
13859676,13859674
13859712,13859709
13859748,13859749
13859784,13859783
13859820,13859816
13859856,13859861
13859892,13859892
13859928,13859936
13859964,13859964
13860000,13860002
13860036,13860032
13860072,13860073
13860108,13860112
13860144,13860153
13860180,13860183
13860216,13860216
13860252,13860252
13860288,13860281
13860324,13860330
13860360,13860363
13860396,13860401
13860432,13860425
13860468,13860474
13860504,13860509
13860540,13860541
13860576,13860574
13860612,13860622
13860648,13860655
13860684,13860683
13860720,13860715
13860756,13860758
13860792,13860792
13860828,13860831
13860864,13860860
13860900,13860902
13860936,13860938
13860972,13860976
13861008,13861001
13861044,13861048
13861080,13861087
13861116,13861121
13861152,13861154
13861188,13861192
13861224,13861227
13861260,13861272
13861296,13861296
13861332,13861333
13861368,13861369
13861404,13861406
13861440,13861434
13861476,13861476
13861512,13861512
13861548,13861557
13861584,13861584
13861620,13861631
13861656,13861667
13861692,13861692
13861728,13861729
13867056,13867061
13867092,13867084
13867128,13867131
13867164,13867171
13867200,13867197
13867236,13867241
13867272,13867271
13867308,13867309
13867344,13867338
13867380,13867381
13867416,13867415
13867452,13867447
13867488,13867486
13867524,13867527
13867560,13867561
13867596,13867599
13867632,13867635
13867668,13867670
13867704,13867708
13867740,13867739
13867776,13867782
13867812,13867811
13867848,13867862
13867884,13867895
13867920,13867917
13867956,13867956
13867992,13867995
13868028,13868035
13868064,13868062
13868100,13868103
13868136,13868139
13868172,13868173
13868208,13868213
13868244,13868249
13868280,13868273
13868316,13868317
13868352,13868356
13868388,13868389
13868424,13868423
13868460,13868461
13868496,13868508
13868532,13868534
13868568,13868571
13868604,13868603
13868640,13868641
13868676,13868673
13868712,13868720
13868748,13868752
13868784,13868792
13879008,13879017
13879044,13879045
13879080,13879088
13879116,13879112
13879152,13879149
13879188,13879197
13879224,13879221
13879260,13879261
13879296,13879292
13879332,13879331
13879368,13879366
13879404,13879408
13879440,13879441
13879476,13879479
13879512,13879514
13879548,13879543
13879584,13879585
13879620,13879623
13879656,13879660
13879692,13879684
13879728,13879726
13879764,13879769
13879800,13879805
13879836,13879840
13879872,13879877
13879908,13879905
13879944,13879945
13879980,13879980
13880016,13880021
13880052,13880053
13880088,13880092
13880124,13880131
13880160,13880164
13880196,13880204
13880232,13880235
13880268,13880262
13880304,13880312
13880340,13880346
13880376,13880376
13880412,13880412
13880448,13880439
13880484,13880497
13880520,13880522
13880556,13880556
13880592,13880592
13880628,13880625
13880664,13880666
13880700,13880705
13880736,13880739
13880772,13880772
13880808,13880810
13880844,13880847
13880880,13880880
13880916,13880920
13880952,13880956
13880988,13880984
13881024,13881021
13881060,13881060
13881096,13881098
13881132,13881144
13881168,13881169
13881204,13881205
13881240,13881240
13881276,13881280
13881312,13881312
13881348,13881351
13881384,13881383
13881420,13881426
13881456,13881463
13881492,13881497
13881528,13881530
13881564,13881557
13881600,13881607
13881636,13881654
13881672,13881674
13881708,13881704
13881744,13881741
13881780,13881776
13881816,13881818
13881852,13881855
13881888,13881889
13881924,13881924
13881960,13881960
13881996,13882005
13882032,13882036
13882068,13882066
13882104,13882103
13882140,13882153
13882176,13882178
13882212,13882213
13882248,13882256
13882284,13882288
13882320,13882320
13882356,13882360
13882392,13882399
13882428,13882428
13882464,13882453
13882500,13882505
13882536,13882540
13882572,13882574
13882608,13882611
13882644,13882648
13882680,13882691
13882716,13882714
13882752,13882757
13882788,13882791
13882824,13882834
13882860,13882857
13882896,13882905
13882932,13882934
13882968,13882967
13883004,13883009
13883040,13883034
13883076,13883081
13883112,13883115
13883148,13883148
13883184,13883186
13883220,13883227
13883256,13883263
13883292,13883292
13883328,13883334
13883364,13883375
13883400,13883400
13883436,13883436
13883472,13883474
13883508,13883500
13883544,13883540
13883580,13883580
13883616,13883614
13883652,13883644
13883688,13883691
13883724,13883727
13883760,13883757
13883796,13883797
13883832,13883829
13883868,13883869
13883904,13883899
13883940,13883945
13883976,13883974
13884012,13884009
13884048,13884053
13884084,13884082
13884120,13884124
13884156,13884162
13884192,13884194
13884228,13884236
13884264,13884254
13884300,13884304
13884336,13884345
13884372,13884377
13884408,13884407
13254624,13254622
13254660,13254660
13254696,13254686
13254732,13254740
13254768,13254760
13254804,13254800
13254840,13254842
13254876,13254870
13254912,13254907
13254948,13254944
13254984,13254986
13255020,13255031
13255056,13255056
13255092,13255087
13255128,13255130
13255164,13255162
13255200,13255200
13255236,13255241
13255272,13255269
13255308,13255308
13255344,13255340
13255380,13255380
13255416,13255417
13255452,13255448
13255488,13255487
13255524,13255523
13255560,13255557
13255596,13255591
13255632,13255625
13255668,13255668
13255704,13255703
13255740,13255751
13255776,13255764
13255812,13255812
13255848,13255849
13255884,13255890
13255920,13255922
13255956,13255952
13255992,13255992
13256028,13256030
13256064,13256063
13256100,13256103
13256136,13256127
13256172,13256180
13256208,13256215
13256244,13256243
13256280,13256283
13256316,13256316
13256352,13256348
13256388,13256388
13256424,13256429
13256460,13256459
13256496,13256495
13256532,13256532
13256568,13256570
13256604,13256610
13256640,13256637
13256676,13256678
13256712,13256713
13256748,13256739
13256784,13256782
13256820,13256820
13256856,13256856
13256892,13256893
13256928,13256918
13256964,13256964
13257000,13256997
13257036,13257029
13257072,13257074
13257108,13257111
13257144,13257141
13257180,13257184
13257216,13257215
13257252,13257252
13257288,13257283
13257324,13257331
13257360,13257347
13257396,13257396
13257432,13257435
13257468,13257458
13257504,13257504
13257540,13257540
13257576,13257580
13257612,13257618
13257648,13257646
13257684,13257678
13257720,13257726
13257756,13257762
13257792,13257790
13257828,13257829
13257864,13257865
13257900,13257902
13257936,13257937
13257972,13257979
13258008,13258000
13258044,13258049
13258080,13258081
13258116,13258115
13258152,13258157
13258188,13258177
13258224,13258229
13258260,13258261
13258296,13258291
13258332,13258334
13258368,13258367
13258404,13258416
13258440,13258449
13258476,13258478
13258512,13258509
13258548,13258546
13258584,13258583
13258620,13258618
13258656,13258652
13258692,13258690
13258728,13258727
13258764,13258762
13258800,13258797
13258836,13258832
13258872,13258884
13258908,13258901
13258944,13258939
13258980,13258982
13259016,13259015
13259052,13259054
13259088,13259091
13259124,13259130
13259160,13259163
13259196,13259192
13259232,13259237
13259268,13259260
13259304,13259304
13259340,13259338
13259376,13259371
13259412,13259414
13259448,13259448
13259484,13259489
13259520,13259513
13259556,13259560
13259592,13259594
13259628,13259628
13259664,13259657
13259700,13259699
13259736,13259729
13259772,13259762
13259808,13259824
13259844,13259848
13259880,13259888
13259916,13259914
13259952,13259955
13259988,13259991
13260024,13260027
13260060,13260060
13260096,13260095
13260132,13260122
13260168,13260171
13260204,13260206
13260240,13260245
13260276,13260275
13260312,13260320
13260348,13260346
13260384,13260378
13260420,13260424
13260456,13260454
13260492,13260486
13260528,13260528
13260564,13260567
13260600,13260601
13260636,13260638
13260672,13260692
13260708,13260712
13260744,13260751
13260780,13260771
13260816,13260817
13260852,13260855
13260888,13260887
13260924,13260920
13260960,13260961
13260996,13260995
13261032,13261030
13261068,13261073
13261104,13261110
13261140,13261141
13261176,13261174
13261212,13261214
13261248,13261252
13261284,13261287
13261320,13261313
13261356,13261355
13261392,13261393
13261428,13261431
13261464,13261468
13261500,13261503
13261536,13261531
13261572,13261569
13261608,13261602
13261644,13261653
13261680,13261680
13261716,13261718
13261752,13261757
13261788,13261787
13261824,13261819
13261860,13261858
13261896,13261896
13261932,13261939
13261968,13261972
13262004,13261999
13262040,13262043
13262076,13262079
13262112,13262107
13262148,13262148
13262184,13262175
13262220,13262221
13262256,13262255
13262292,13262286
13262328,13262325
13262364,13262365
13262400,13262398
13262436,13262437
13262472,13262474
13262508,13262504
13262544,13262543
13262580,13262590
13262616,13262616
13262652,13262648
13262688,13262688
13262724,13262718
13262760,13262765
13262796,13262797
13262832,13262837
13262868,13262872
13262904,13262905
13262940,13262944
13262976,13262976
13263012,13263009
13263048,13263043
13263084,13263082
13263120,13263108
13263156,13263165
13263192,13263184
13263228,13263228
13263264,13263258
13263300,13263290
13263336,13263336
13263372,13263371
13263408,13263408
13263444,13263446
13263480,13263477
13263516,13263517
13263552,13263554
13263588,13263587
13263624,13263623
13263660,13263662
13263696,13263696
13263732,13263732
13263768,13263757
13263804,13263804
13263840,13263841
13263876,13263876
13263912,13263913
13263948,13263957
13263984,13263984
13264020,13264023
13264056,13264052
13264092,13264088
13264128,13264126
13264164,13264159
13264200,13264200
13264236,13264232
13264272,13264272
13264308,13264301
13264344,13264336
13264380,13264377
13264416,13264411
13264452,13264449
13264488,13264485
13264524,13264523
13264560,13264565
13264596,13264602
13264632,13264635
13264668,13264667
13264704,13264711
13264740,13264733
13264776,13264766
13264812,13264813
13264848,13264848
13264884,13264884
13264920,13264920
13264956,13264948
13264992,13264987
13265028,13265034
13265064,13265069
13265100,13265097
13265136,13265145
13265172,13265167
13265208,13265206
13265244,13265245
13265280,13265275
13265316,13265314
13265352,13265352
13265388,13265387
13265424,13265428
13265460,13265462
13265496,13265491
13265532,13265529
13265568,13265568
13265604,13265604
13265640,13265637
13265676,13265678
13265712,13265716
13265748,13265745
13265784,13265787
13265820,13265812
13265856,13265848
13265892,13265894
13265928,13265924
13265964,13265960
13266000,13265999
13266036,13266033
13266072,13266073
13266108,13266101
13266144,13266143
13266180,13266195
13266216,13266216
13266252,13266243
13266288,13266290
13266324,13266326
13266360,13266366
13266396,13266396
13266432,13266429
13266468,13266475
13266504,13266507
13266540,13266531
13266576,13266579
13266612,13266611
13266648,13266653
13266684,13266683
13266720,13266723
13266756,13266756
13266792,13266794
13266828,13266828
13266864,13266862
13266900,13266900
13266936,13266939
13266972,13266974
13267008,13267016
13267044,13267046
13267080,13267083
13267116,13267126
13267152,13267152
13267188,13267190
13267224,13267221
13267260,13267260
13267296,13267304
13267332,13267333
13267368,13267375
13267404,13267399
13267440,13267433
13267476,13267477
13267512,13267506
13267548,13267561
13267584,13267590
13267620,13267614
13267656,13267656
13267692,13267690
13267728,13267730
13267764,13267764
13267800,13267804
13267836,13267843
13267872,13267871
13267908,13267903
13267944,13267946
13267980,13267980
13268016,13268021
13268052,13268052
13268088,13268092
13268124,13268125
13268160,13268160
13268196,13268194
13268232,13268235
13268268,13268280
13268304,13268308
13268340,13268340
13268376,13268379
13268412,13268412
13268448,13268442
13268484,13268485
13268520,13268527
13268556,13268555
13268592,13268587
13268628,13268630
13268664,13268673
13268700,13268704
13268736,13268741
13268772,13268783
13268808,13268816
13268844,13268847
13268880,13268879
13268916,13268916
13268952,13268952
13268988,13268992
13269024,13269020
13269060,13269067
13269096,13269096
13269132,13269130
13269168,13269172
13269204,13269194
13269240,13269236
13269276,13269273
13269312,13269316
13269348,13269346
13269384,13269391
13269420,13269418
13269456,13269458
13269492,13269489
13269528,13269533
13269564,13269563
13269600,13269602
13269636,13269634
13271580,13271581
13271616,13271616
13271652,13271651
13271688,13271688
13271724,13271727
13271760,13271751
13271796,13271785
13271832,13271833
13275216,13275217
13275252,13275252
13275288,13275293
13275324,13275326
13275360,13275360
13275396,13275396
13275432,13275428
13275468,13275472
13275504,13275505
13275540,13275538
13275576,13275576
13275612,13275610
13275648,13275660
13275684,13275682
13275720,13275722
13275756,13275757
13275792,13275789
13275828,13275828
13275864,13275863
13275900,13275901
13275936,13275937
13275972,13275975
13276008,13276011
13276044,13276042
13276080,13276078
13276116,13276114
13276152,13276148
13276188,13276180
13276224,13276227
13276260,13276260
13282812,13282808
13282848,13282846
13282884,13282878
13282920,13282928
13282956,13282950
13282992,13282987
13283028,13283024
13283064,13283068
13283100,13283105
13283136,13283134
13283172,13283174
13283208,13283204
13283244,13283244
13283280,13283293
13283316,13283320
13283352,13283352
13283388,13283382
13283424,13283423
13288536,13288539
13288572,13288568
13288608,13288623
13288644,13288638
13288680,13288681
13288716,13288710
13288752,13288756
13288788,13288782
13288824,13288822
13288860,13288853
13288896,13288895
13288932,13288932
13288968,13288976
13289004,13288993
13289040,13289042
13289076,13289076
13289112,13289109
13289148,13289147
13289184,13289185
13289220,13289220
13289256,13289256
13289292,13289289
13289328,13289326
13289364,13289366
13289400,13289396
13289436,13289434
13289472,13289472
13289508,13289509
13289544,13289545
13289580,13289579
13289616,13289606
13289652,13289655
13289688,13289693
13289724,13289729
13289760,13289761
13289796,13289800
13289832,13289831
13289868,13289863
13289904,13289904
13289940,13289939
13289976,13289980
13290012,13290015
13290048,13290046
13290084,13290082
13290120,13290120
13290156,13290156
13290192,13290199
13290228,13290226
13290264,13290270
13290300,13290293
13290336,13290333
13290372,13290380
13290408,13290409
13290444,13290444
13290480,13290482
13290516,13290515
13290552,13290552
13290588,13290588
13290624,13290624
13290660,13290661
13290696,13290694
13290732,13290733
13290768,13290765
13290804,13290806
13290840,13290840
13290876,13290877
13290912,13290913
13290948,13290945
13290984,13290982
13291020,13291020
13291056,13291058
13291092,13291096
13291128,13291128
13291164,13291161
13291200,13291201
13291236,13291236
13291272,13291275
13291308,13291313
13291344,13291353
13291380,13291372
13291416,13291414
13291452,13291452
13291488,13291491
13291524,13291527
13291560,13291560
13291596,13291599
13291632,13291630
13291668,13291667
13291704,13291705
13291740,13291735
13291776,13291783
13291812,13291808
13291848,13291843
13291884,13291885
13291920,13291911
13291956,13291954
13291992,13291992
13292028,13292034
13292064,13292079
13292100,13292100
13292136,13292130
13292172,13292173
13292208,13292211
13292244,13292240
13292280,13292281
13292316,13292323
13292352,13292354
13292388,13292385
13292424,13292422
13292460,13292452
13292496,13292494
13292532,13292530
13292568,13292574
13292604,13292597
13292640,13292633
13292676,13292676
13292712,13292714
13292748,13292746
13292784,13292784
13292820,13292823
13292856,13292859
13292892,13292893
13292928,13292930
13292964,13292957
13293000,13293003
13293036,13293036
13293072,13293068
13293108,13293106
13293144,13293143
13293180,13293178
13293216,13293216
13293252,13293250
13293288,13293281
13293324,13293334
13293360,13293361
13293396,13293406
13293432,13293431
13293468,13293475
13293504,13293504
13293540,13293547
13293576,13293580
13293612,13293615
13295628,13295629
13295664,13295664
13295700,13295701
13295736,13295738
13295772,13295774
13295808,13295807
13295844,13295847
13295880,13295879
13295916,13295917
13295952,13295949
13295988,13295988
13296024,13296020
13296060,13296066
13296096,13296097
13296132,13296129
13296168,13296160
13296204,13296201
13296240,13296246
13296276,13296273
13296312,13296316
13296348,13296347
13296384,13296383
13296420,13296415
13296456,13296457
13296492,13296497
13296528,13296531
13296564,13296566
13296600,13296595
13296636,13296636
13296672,13296667
13296708,13296704
13296744,13296745
13296780,13296775
13296816,13296818
13296852,13296851
13296888,13296894
13296924,13296923
13296960,13296962
13296996,13297000
13297032,13297034
13297068,13297070
13297104,13297096
13297140,13297144
13297176,13297168
13297212,13297209
13297248,13297236
13297284,13297282
13297320,13297317
13297356,13297355
13297392,13297387
13297428,13297427
13297464,13297460
13297500,13297499
13297536,13297539
13297572,13297561
13297608,13297608
13297644,13297643
13297680,13297672
13297716,13297714
13297752,13297758
13297788,13297789
13297824,13297821
13297860,13297863
13297896,13297897
13297932,13297926
13297968,13297966
13298004,13298004
13298040,13298040
13298076,13298077
13298112,13298112
13298148,13298148
13298184,13298181
13298220,13298218
13298256,13298253
13298292,13298294
13298328,13298327
13298364,13298361
13298400,13298403
13298436,13298447
13298472,13298471
13298508,13298513
13298544,13298541
13298580,13298580
13298616,13298620
13298652,13298657
13298688,13298698
13298724,13298722
13298760,13298760
13298796,13298802
13298832,13298838
13298868,13298864
13298904,13298904
13298940,13298944
13298976,13298982
13305960,13305958
13305996,13305998
13306032,13306036
13306068,13306070
13306104,13306105
13306140,13306135
13306176,13306174
13306212,13306222
13306248,13306248
13306284,13306284
13306320,13306314
13306356,13306357
13306392,13306400
13306428,13306425
13306464,13306460
13306500,13306500
13306536,13306534
13306572,13306569
13306608,13306618
13306644,13306647
13306680,13306673
13306716,13306716
13306752,13306756
13306788,13306787
13306824,13306827
13306860,13306855
13306896,13306898
13306932,13306932
13306968,13306970
13307004,13307004
13307040,13307037
13307076,13307077
13307112,13307113
13307148,13307150
13307184,13307177
13307220,13307218
13307256,13307255
13307292,13307291
13307328,13307326
13307364,13307364
13307400,13307406
13307436,13307444
13307472,13307477
13307508,13307510
13307544,13307528
13307580,13307577
13307616,13307618
13307652,13307648
13307688,13307693
13307724,13307721
13307760,13307760
13307796,13307794
13307832,13307832
13307868,13307861
13307904,13307903
13307940,13307936
13307976,13307971
13308012,13308004
13308048,13308052
13308084,13308079
13308120,13308123
13308156,13308155
13308192,13308193
13308228,13308228
13308264,13308264
13308300,13308294
13308336,13308348
13308372,13308376
13308408,13308412
13308444,13308433
13308480,13308477
13308516,13308512
13308552,13308552
13308588,13308585
13308624,13308626
13308660,13308660
13308696,13308699
13308732,13308737
13308768,13308764
13308804,13308801
13308840,13308835
13308876,13308879
13308912,13308911
13308948,13308946
13308984,13308978
13309020,13309021
13309056,13309056
13309092,13309092
13309128,13309126
13309164,13309157
13309200,13309205
13309236,13309236
13309272,13309272
13309308,13309304
13309344,13309350
13309380,13309376
13309416,13309414
13309452,13309447
13309488,13309482
13309524,13309527
13309560,13309558
13309596,13309591
13309632,13309631
13309668,13309666
13309704,13309704
13309740,13309737
13309776,13309776
13309812,13309804
13309848,13309843
13309884,13309886
13309920,13309923
13316220,13316223
13316256,13316252
13316292,13316300
13316328,13316331
13316364,13316365
13316400,13316400
13316436,13316435
13316472,13316470
13316508,13316512
13316544,13316544
13316580,13316580
13316616,13316614
13316652,13316652
13316688,13316698
13316724,13316726
13316760,13316751
13316796,13316785
13316832,13316835
13316868,13316862
13316904,13316905
13316940,13316943
13316976,13316979
13317012,13317021
13317048,13317047
13317084,13317085
13317120,13317118
13317156,13317150
13317192,13317189
13317228,13317235
13317264,13317271
13317300,13317296
13317336,13317340
13317372,13317372
13317408,13317412
13317444,13317440
13317480,13317481
13317516,13317516
13317552,13317548
13317588,13317586
13317624,13317622
13317660,13317660
13317696,13317704
13317732,13317740
13317768,13317776
13317804,13317807
13317840,13317844
13317876,13317872
13317912,13317912
13317948,13317953
13317984,13317985
13318020,13318017
13318056,13318058
13318092,13318093
13318128,13318129
13318164,13318162
13318200,13318203
13318236,13318236
13318272,13318269
13318308,13318308
13318344,13318347
13318380,13318386
13318416,13318421
13318452,13318444
13318488,13318493
13318524,13318527
13318560,13318562
13318596,13318603
13318632,13318640
13318668,13318671
13318704,13318704
13318740,13318738
13318776,13318777
13323528,13323529
13323564,13323565
13323600,13323605
13323636,13323636
13323672,13323670
13323708,13323708
13323744,13323750
13323780,13323787
13323816,13323814
13323852,13323854
13323888,13323888
13323924,13323926
13323960,13323948
13323996,13323994
13324032,13324023
13328316,13328316
13328352,13328352
13328388,13328386
13328424,13328430
13328460,13328466
13328496,13328496
13328532,13328538
13328568,13328573
13328604,13328608
13328640,13328640
13328676,13328680
13328712,13328710
13328748,13328747
13328784,13328784
13328820,13328823
13328856,13328862
13328892,13328884
13328928,13328928
13328964,13328961
13329000,13329002
13329036,13329030
13329072,13329081
13329108,13329106
13329144,13329151
13329180,13329175
13329216,13329218
13329252,13329260
13329288,13329294
13329324,13329319
13329360,13329355
13329396,13329389
13329432,13329434
13329468,13329462
13329504,13329513
13329540,13329544
13329576,13329583
13329612,13329610
13329648,13329648
13329684,13329684
13329720,13329714
13329756,13329750
13329792,13329793
13329828,13329827
13329864,13329864
13334148,13334154
13334184,13334189
13334220,13334221
13334256,13334256
13334292,13334294
13334328,13334326
13334364,13334362
13334400,13334401
13334436,13334431
13334472,13334472
13334508,13334509
13334544,13334551
13334580,13334574
13334616,13334613
13334652,13334658
13334688,13334685
13334724,13334725
13334760,13334757
13334796,13334802
13334832,13334826
13334868,13334866
13334904,13334900
13334940,13334946
13334976,13334976
13335012,13335003
13335048,13335056
13335084,13335077
13335120,13335120
13335156,13335160
13335192,13335190
13335228,13335225
13335264,13335258
13335300,13335292
13335336,13335348
13335372,13335377
13335408,13335414
13335444,13335436
13335480,13335477
13335516,13335509
13335552,13335555
13335588,13335596
13335624,13335621
13335660,13335656
13335696,13335702
13335732,13335726
13335768,13335771
13335804,13335802
13335840,13335843
13335876,13335874
13335912,13335904
13335948,13335948
13335984,13335977
13336020,13336022
13336056,13336065
13336092,13336098
13336128,13336121
13336164,13336156
13336200,13336187
13336236,13336231
13336272,13336265
13336308,13336303
13336344,13336353
13336380,13336381
13336416,13336416
13336452,13336449
13336488,13336488
13336524,13336526
13336560,13336560
13336596,13336600
13336632,13336636
13336668,13336665
13336704,13336699
13336740,13336746
13336776,13336769
13336812,13336813
13336848,13336849
13336884,13336892
13336920,13336917
13336956,13336949
13336992,13336999
13337028,13337024
13337064,13337053
13337100,13337094
13337136,13337136
13337172,13337178
13337208,13337210
13337244,13337244
13337280,13337276
13337316,13337316
13337352,13337355
13337388,13337385
13337424,13337425
13337460,13337468
13337496,13337496
13337532,13337531
13337568,13337567
13337604,13337605
13337640,13337637
13337676,13337680
13337712,13337714
13337748,13337751
13337784,13337782
13337820,13337824
13337856,13337864
13337892,13337891
13337928,13337927
13337964,13337964
13338000,13337997
13338036,13338035
13338072,13338077
13338108,13338109
13338144,13338143
13338180,13338178
13338216,13338212
13338252,13338256
13338288,13338284
13338324,13338324
13338360,13338360
13338396,13338388
13338432,13338431
13338468,13338470
13338504,13338493
13338540,13338534
13338576,13338576
13338612,13338611
13338648,13338649
13338684,13338689
13338720,13338720
13338756,13338757
13338792,13338793
13338828,13338817
13338864,13338862
13338900,13338899
13338936,13338940
13338972,13338970
13339008,13339010
13339044,13339046
13339080,13339074
13339116,13339108
13339152,13339157
13339188,13339184
13339224,13339229
13339260,13339260
13339296,13339299
13339332,13339323
13339368,13339378
13339404,13339390
13339440,13339434
13339476,13339477
13339512,13339517
13339548,13339551
13339584,13339588
13339620,13339615
13339656,13339657
13339692,13339698
13339728,13339720
13339764,13339759
13339800,13339801
13339836,13339842
13343472,13343463
13343508,13343494
13343544,13343544
13343580,13343580
13343616,13343621
13343652,13343652
13343688,13343693
13343724,13343730
13343760,13343760
13343796,13343793
13343832,13343828
13343868,13343868
13343904,13343897
13343940,13343941
13343976,13343980
13344012,13344010
13344048,13344052
13344084,13344080
13344120,13344120
13344156,13344157
13344192,13344183
13344228,13344227
13344264,13344268
13344300,13344305
13344336,13344342
13344372,13344369
13344408,13344408
13344444,13344437
13344480,13344483
13344516,13344516
13344552,13344556
13344588,13344582
13344624,13344630
13344660,13344660
13344696,13344690
13344732,13344735
13344768,13344778
13344804,13344805
13344840,13344841
13344876,13344868
13344912,13344911
13344948,13344952
13344984,13344985
13345020,13345020
13345056,13345053
13345092,13345101
13345128,13345126
13345164,13345156
13345200,13345201
13345236,13345235
13345272,13345270
13345308,13345305
13345344,13345340
13345380,13345375
13345416,13345421
13345452,13345447
13345488,13345484
13345524,13345524
13345560,13345563
13345596,13345597
13345632,13345631
